final_theme,initial_code,occurrences,hierarchy_path
Functional Fit and Wearability,Appreciates petite sizing,1,"Appreciates petite sizing -> Fit, Silhouette, and Body-Proportion Experience -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Appropriate coverage,1,"Appropriate coverage -> Coverage, Opacity, and Garment Functionality -> Functionality, Coverage, and Practical Garment Features -> Versatility, Coordination, Occasion Suitability, and Functionality -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Appropriate garment length,1,"Appropriate garment length -> Fit, sizing, and body-shape compatibility -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Appropriate length,1,"Appropriate length -> Fit, sizing, length, and coverage -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Appropriate midi length,1,"Appropriate midi length -> Fit, sizing, and garment proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Armholes excessively large,1,"Armholes excessively large -> Flattering fit, sizing accuracy, and proportion -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Attractive appearance drives purchase,1,"Attractive appearance drives purchase -> Style, appearance, and versatility -> Style Versatility, Coordination, and Functionality -> Versatility, Coordination, Occasion Suitability, and Functionality -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Attractive floral design,1,"Attractive floral design -> Style, appearance, and versatility -> Style Versatility, Coordination, and Functionality -> Versatility, Coordination, Occasion Suitability, and Functionality -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Attractive look and feel,1,"Attractive look and feel -> Comfort, Feel, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Attractive style and colors,1,"Attractive style and colors -> Style, appearance, and versatility -> Style Versatility, Coordination, and Functionality -> Versatility, Coordination, Occasion Suitability, and Functionality -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,"Attractive, sexy design",1,"Attractive, sexy design -> Neckline, silhouette, and flattering appearance -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Avoids oversized appearance,1,"Avoids oversized appearance -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Awkward flared silhouette,1,"Awkward flared silhouette -> Silhouette and shape appeal or dissatisfaction -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Awkward tight fit,1,"Awkward tight fit -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Awkwardly tight slip,1,"Awkwardly tight slip -> Fit, sizing, length, and coverage -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Back V-neck dislike,1,"Back V-neck dislike -> Fit, sizing, length, and coverage -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Back fabric length concern,1,"Back fabric length concern -> Length, Coverage, and Proportion -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Back is see-through,1,"Back is see-through -> Fabric and material experience -> Fabric, Material Feel, Comfort, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Baggy fit,1,"Baggy fit -> Fit, sizing, and body-shape compatibility -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Baggy fit met expectations,1,"Baggy fit met expectations -> Fit, sizing, and proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Baggy oversized fit,1,"Baggy oversized fit -> Silhouette and shape appeal or dissatisfaction -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Balanced boxy silhouette,1,"Balanced boxy silhouette -> Fit, sizing, and garment proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Balanced jacket weight,1,"Balanced jacket weight -> Comfort, Fabric, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Balanced swing-top silhouette,1,"Balanced swing-top silhouette -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Beautiful design and lining,1,"Beautiful design and lining -> Style, silhouette, and design appeal -> Fit, Silhouette, Coverage, and Proportion -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Beautiful draping,1,"Beautiful draping -> Comfort, Fabric, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Bell-shaped design appeal,1,"Bell-shaped design appeal -> Silhouette and shape appeal or dissatisfaction -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Belly fit concern,1,"Belly fit concern -> Fit, Sizing, and Body Shape -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Below-knee length,1,"Below-knee length -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Belt needed to conceal waistband,1,"Belt needed to conceal waistband -> Fit, sizing, and proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Better suited to taller shoppers,1,"Better suited to taller shoppers -> Fit, sizing, and proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Billowy fit,1,"Billowy fit -> Fit, sizing, and proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Black allows thicker layers,1,"Black allows thicker layers -> Seasonal and Lifestyle Versatility -> Versatility, Styling, Layering, and Occasion Suitability -> Versatility, Coordination, Occasion Suitability, and Functionality -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Bodice feels more substantial,1,"Bodice feels more substantial -> Fabric Feel, Comfort, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Body-shape fit mismatch,1,"Body-shape fit mismatch -> Fit, sizing, and body-shape compatibility -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Boosts wearer confidence,1,"Boosts wearer confidence -> Comfort, Confidence, and Wear Experience -> Comfort, Fabric, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Both sizes fit well,1,"Both sizes fit well -> Fit, sizing, and silhouette -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Bottom fit feels restrictive,1,"Bottom fit feels restrictive -> Fit, sizing, and proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Bottom piece wrinkles,1,"Bottom piece wrinkles -> Fabric Feel, Comfort, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Boxy style suits petite frame,1,"Boxy style suits petite frame -> Fit, sizing, and proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Bra-compatible neckline,1,"Bra-compatible neckline -> Comfort and wearability -> Comfort, Fabric, and Wearability -> Fabric, Material Feel, Comfort, and Wearability -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
Functional Fit and Wearability,Brand runs small,1,"Brand runs small -> Fit, Sizing, and Proportions -> Fit, Sizing, Proportion, and Body Compatibility -> Fit, Sizing, Silhouette, Coverage, and Body Compatibility -> Functionality, Fit, and Wearability -> Functional Fit and Wearability"
